Offset,Data,Class
-3065.4,3304,1
-3065.4,2316,1
-3065.4,1747,1
-3065.4,1625,1
-3065.4,1404,1
-3065.4,1404,1
-3065.4,1068,1
-3065.4,1302,1
-3065.4,1302,1
-3065.4,1511,1
-3065.4,2327,1
-3065.4,2327,1
-3065.4,2327,1
-3065.4,2289,1
-3065.4,1471,1
-3065.4,987,1
-3065.4,987,1
-3065.4,1195,1
-3065.4,1195,1
-3065.4,3230,1
-3065.4,3230,1
-3065.4,3064,1
-3065.4,3064,1
-3065.4,1792,1
-3065.4,1792,1
-3065.4,1792,1
-3065.4,1489,1
-3065.4,1489,1
-3065.4,832,1
-3065.4,875,1
-3065.4,796,1
-3065.4,631,1
-3065.4,314,1
-3065.4,101,1
-3065.4,-299,1
-3065.4,-299,1
-3065.4,401,1
-3065.4,903,1
-3065.4,903,1
-3065.4,109,1
-3065.4,-192,1
-3065.4,-121,1
-3065.4,-130,1
-3065.4,-130,1
-3065.4,-120,1
-3065.4,-227,1
-3065.4,-182,1
-3065.4,-58,1
-3065.4,142,1
-3065.4,-328,1
-3065.4,-144,1
-3065.4,28,1
-3065.4,0,1
-3065.4,-150,1
-3065.4,0,1
-3065.4,23,1
-3065.4,-278,1
-3065.4,-278,1
-3065.4,-116,1
-3065.4,-116,1
-3065.4,-616,1
-3065.4,-483,1
-3065.4,-483,1
-3065.4,-22,1
-3065.4,235,1
-3065.4,361,1
-3065.4,236,1
-3065.4,236,1
-3065.4,236,1
-3065.4,763,1
-3065.4,860,1
-3065.4,1337,1
-3065.4,1605,1
-3065.4,1605,1
-3065.4,2099,1
-3065.4,2203,1
-3065.4,2203,1
-3065.4,2395,1
-3065.4,2845,1
-3065.4,3532,1
-3065.4,2980,1
-3065.4,2552,1
-3065.4,2189,1
-3065.4,2150,1
-3065.4,2257,1
-3065.4,2551,1
-3065.4,3074,1
-3065.4,3074,1
-3065.4,3390,1
-3065.4,3858,1
-3065.4,3858,1
-3065.4,2447,1
-3065.4,2447,1
-3065.4,2018,1
-3065.4,2084,1
-3065.4,2485,1
-3065.4,2994,1
-3065.4,3098,1
-3065.4,3098,1
-3065.4,3098,1
-3065.4,3098,1
-3065.4,3098,1
-3065.4,2926,1
-3065.4,3113,1
-3065.4,2958,1
-3065.4,2958,1
-3065.4,2201,1
-3065.4,2405,1
-3065.4,3066,1
-3065.4,3066,1
-3065.4,3984,1
-3065.4,4380,1
-3065.4,4198,1
-3065.4,4198,1
-3065.4,4198,1
-3065.4,3373,1
-3065.4,3797,1
-3065.4,3797,1
-3065.4,4228,1
-3065.4,4610,1
-3065.4,3982,1
-3065.4,2960,1
-3065.4,3400,1
-3065.4,3880,1
-3065.4,4422,1
-3065.4,4952,1
-3065.4,4925,1
-3065.4,4436,1
-3065.4,4105,1
-3065.4,4108,1
-3065.4,4168,1
-3065.4,4843,1
-3065.4,5203,1
-3065.4,5297,1
-3065.4,5297,1
-3065.4,4612,1
-3065.4,4612,1
-3065.4,4612,1
-3065.4,4612,1
-3065.4,3418,1
-3065.4,3087,1
-3065.4,3102,1
-3065.4,3502,1
-3065.4,3809,1
-3065.4,3737,1
-3065.4,3619,1
-3065.4,3107,1
-3065.4,3107,1
-3065.4,3107,1
-3065.4,4384,1
-3065.4,4309,1
-3065.4,3889,1
-3065.4,3889,1
-3065.4,3419,1
-3065.4,3869,1
-3065.4,4307,1
-3065.4,4307,1
-3065.4,4685,1
-3065.4,5412,1
-3065.4,6371,1
-3065.4,5994,1
-3065.4,5994,1
-3065.4,5265,1
-3065.4,5378,1
-3065.4,5509,1
-3065.4,5514,1
-3065.4,5514,1
-3065.4,4423,1
-3065.4,4250,1
-3065.4,4267,1
-3065.4,4493,1
-3065.4,4493,1
-3065.4,4702,1
-3065.4,4702,1
-3065.4,4754,1
-3065.4,4734,1
-3065.4,4991,1
-3065.4,4971,1
-3065.4,4931,1
-3065.4,4931,1
-3065.4,5050,1
-3065.4,4784,1
-3065.4,4784,1
-3065.4,4390,1
-3065.4,3994,1
-3065.4,3373,1
-3065.4,3373,1
-3065.4,3373,1
-3065.4,2454,1
-3065.4,2454,1
-3065.4,2454,1
-3065.4,3965,1
-3065.4,3965,1
-3065.4,3965,1
-3065.4,3269,1
-3065.4,3269,1
-3065.4,3354,1
-3065.4,3354,1
-3065.4,3354,1
-3065.4,4086,1
-3065.4,3946,1
-3065.4,4039,1
-3065.4,3296,1
-3065.4,3296,1
-3065.4,2555,1
-3065.4,2904,1
-3065.4,2904,1
-3065.4,2987,1
-3065.4,2832,1
-3065.4,2832,1
-3065.4,2832,1
-3065.4,2832,1
-3065.4,2832,1
-3065.4,2231,1
-3065.4,2231,1
-3065.4,2317,1
-3065.4,2467,1
-3065.4,2315,1
-3065.4,2315,1
-3065.4,1062,1
-3065.4,1062,1
-3065.4,794,1
-3065.4,467,1
-3065.4,410,1
-3065.4,919,1
-3065.4,929,1
-3065.4,895,1
-3065.4,913,1
-3065.4,913,1
-3065.4,913,1
-3065.4,773,1
-3065.4,605,1
-3065.4,754,1
-3065.4,1261,1
-3065.4,1762,1
-3065.4,1519,1
-3065.4,1346,1
-3065.4,1467,1
-3065.4,1592,1
-3065.4,1526,1
-3065.4,1259,1
-3065.4,1169,1
-3065.4,1428,1
-3065.4,1604,1
-3065.4,1210,1
-3065.4,1210,1
-3065.4,1408,1
-3065.4,2088,1
-3065.4,2088,1
-3065.4,2088,1
-3065.4,2445,1
-3065.4,2315,1
-3065.4,2315,1
-3065.4,3774,1
-3065.4,3774,1
-3065.4,5424,1
-3065.4,5844,1
-3065.4,5951,1
-3065.4,5951,1
-3065.4,5951,1
-3065.4,5951,1
-3065.4,3903,1
-3065.4,3903,1
-3065.4,4256,1
-3065.4,4913,1
-3065.4,4263,1
-3065.4,3981,1
-3065.4,3981,1
-3065.4,3523,1
-3065.4,3507,1
-3065.4,3397,1
-3065.4,3350,1
-3065.4,3269,1
-3065.4,3715,1
-3065.4,4104,1
-3065.4,3516,1
-3065.4,3342,1
-3065.4,3897,1
-3065.4,4611,1
-3065.4,4611,1
-3065.4,5946,1
-3065.4,6414,1
-3065.4,6651,1
-3065.4,6651,1
-3065.4,6935,1
-3065.4,6045,1
-3065.4,6045,1
-3065.4,5718,1
-3065.4,5718,1
-3065.4,5718,1
-3065.4,5897,1
-3065.4,5897,1
-3065.4,5657,1
-3065.4,5107,1
-3065.4,4455,1
-3065.4,4455,1
-3065.4,4455,1
-3065.4,4812,1
-3065.4,5261,1
-3065.4,5518,1
-3065.4,5518,1
-3065.4,5308,1
-3065.4,6183,1
-3065.4,6183,1
-3065.4,6183,1
-3065.4,6592,1
-3065.4,6592,1
-3065.4,7018,1
-3065.4,7018,1
-3065.4,7560,1
-3065.4,7560,1
-3065.4,7372,1
-3065.4,6953,1
-3065.4,6917,1
-3065.4,7174,1
-3065.4,6542,1
-3065.4,6542,1
-3065.4,6313,1
-3065.4,6313,1
-3065.4,6313,1
-3065.4,6996,1
-3065.4,7143,1
-3065.4,6976,1
-3065.4,6941,1
-3065.4,7090,1
-3065.4,7603,1
-3065.4,7516,1
-3065.4,6846,1
-3065.4,6889,1
-3065.4,6889,1
-3065.4,7108,1
-3065.4,7108,1
-3065.4,7202,1
-3065.4,7169,1
-3065.4,7169,1
-3065.4,7822,1
-3065.4,7111,1
-3065.4,7362,1
-3065.4,7558,1
-3065.4,7558,1
-3065.4,7408,1
-3065.4,6725,1
-3065.4,6725,1
-3065.4,6497,1
-3065.4,7480,1
-3065.4,7915,1
-3065.4,7798,1
-3065.4,7300,1
-3065.4,6993,1
-3065.4,6993,1
-3065.4,6783,1
-3065.4,7172,1
-3065.4,7250,1
-3065.4,7232,1
-3065.4,7308,1
-3065.4,7308,1
-3065.4,6280,1
-3065.4,5892,1
-3065.4,5761,1
-3065.4,6141,1
-3065.4,6141,1
-3065.4,6141,1
-3065.4,6711,1
-3065.4,7258,1
-3065.4,8123,1
-3065.4,8123,1
-3065.4,7274,1
-3065.4,7274,1
-3065.4,7274,1
-3065.4,7274,1
-3065.4,7274,1
-3065.4,5986,1
-3065.4,6435,1
-3065.4,6551,1
-3065.4,6551,1
-3065.4,7744,1
-3065.4,7744,1
-3065.4,8665,1
-3065.4,8125,1
-3065.4,7410,1
-3065.4,7007,1
-3065.4,7007,1
-3065.4,7156,1
-3065.4,7156,1
-3065.4,7067,1
-3065.4,7390,1
-3065.4,7390,1
-3065.4,7208,1
-3065.4,7004,1
-3065.4,7004,1
-3065.4,7004,1
-3065.4,10219,1
-3065.4,11174,1
-3065.4,11447,1
-3065.4,11387,1
-3065.4,11387,1
-3065.4,11566,1
-3065.4,11805,1
-3065.4,11065,1
-3065.4,10313,1
-3065.4,9459,1
-3065.4,8872,1
-3065.4,8565,1
-3065.4,7739,1
-3065.4,7739,1
-3065.4,7426,1
-3065.4,7426,1
-3065.4,7426,1
-3065.4,7172,1
-3065.4,6967,1
-3065.4,6967,1
-3065.4,6956,1
-3065.4,6956,1
-3065.4,6147,1
-3065.4,5755,1
-3065.4,5327,1
-3065.4,5158,1
-3065.4,5788,1
-3065.4,5604,1
-3065.4,5563,1
-3065.4,5396,1
-3065.4,3828,1
-3065.4,3828,1
-3065.4,3828,1
-3065.4,3238,1
-3065.4,3238,1
-3065.4,3652,1
-3065.4,4792,1
-3065.4,4792,1
-3065.4,4178,1
-3065.4,1968,1
-3065.4,1092,1
-3065.4,846,1
-3065.4,891,1
-3065.4,891,1
-3065.4,1796,1
-3065.4,1672,1
-3065.4,1355,1
-3065.4,1198,1
-3065.4,906,1
-3065.4,277,1
-3065.4,643,1
-3065.4,643,1
-3065.4,1337,1
-3065.4,1968,1
-3065.4,3749,1
-3065.4,4185,1
-3065.4,4185,1
-3065.4,3806,1
-3065.4,4355,1
-3065.4,5420,1
-3065.4,6213,1
-3065.4,6604,1
-3065.4,5787,1
-3065.4,4827,1
-3065.4,4827,1
-3065.4,4176,1
-3065.4,4176,1
-3065.4,3907,1
-3065.4,4609,1
-3065.4,5527,1
-3065.4,5460,1
-3065.4,3085,1
-3065.4,3085,1
-3065.4,3085,1
-3065.4,3085,1
-3065.4,3085,1
-3065.4,3518,1
-3065.4,3950,1
-3065.4,3950,1
-3065.4,3783,1
-3065.4,3993,1
-3065.4,3993,1
-3065.4,4422,1
-3065.4,4422,1
-3065.4,5793,1
-3065.4,6791,1
-3065.4,8579,1
-3065.4,8579,1
-3065.4,8600,1
-3065.4,8256,1
-3065.4,8420,1
-3065.4,10131,1
-3065.4,10212,1
-3065.4,10078,1
-3065.4,10078,1
-3065.4,10078,1
-3065.4,10078,1
-3065.4,10078,1
-3065.4,7969,1
-3065.4,8162,1
-3065.4,8727,1
-3065.4,8626,1
-3065.4,8626,1
-3065.4,8626,1
-3065.4,8545,1
-3065.4,8167,1
-3065.4,7827,1
-3065.4,7694,1
-3065.4,7734,1
-3065.4,7734,1
-3065.4,8939,1
-3065.4,9614,1
-3065.4,9556,1
-3065.4,9157,1
-3065.4,8790,1
-3065.4,8790,1
-3065.4,8790,1
-3065.4,8943,1
-3065.4,8943,1
-3065.4,8943,1
-3065.4,9910,1
-3065.4,10503,1
-3065.4,10792,1
-3065.4,10446,1
-3065.4,10331,1
-3065.4,10331,1
-3065.4,10210,1
-3065.4,9955,1
-3065.4,9754,1
-3065.4,9891,1
-3065.4,9981,1
-3065.4,9981,1
-3065.4,10298,1
-3065.4,10298,1
-3065.4,11350,1
-3065.4,11350,1
-3065.4,10456,1
-3065.4,9608,1
-3065.4,9298,1
-3065.4,9054,1
-3065.4,8833,1
-3065.4,8932,1
-3065.4,9651,1
-3065.4,9651,1
-3065.4,9651,1
-3065.4,9576,1
-3065.4,9745,1
-3065.4,9808,1
-3065.4,9808,1
-3065.4,9808,1
-3065.4,9626,1
-3065.4,9884,1
-3065.4,9884,1
-3065.4,10871,1
-3065.4,10871,1
-3065.4,10697,1
-3065.4,10697,1
-3065.4,10240,1
-3065.4,10240,1
-3065.4,10710,1
-3065.4,11062,1
-3065.4,11062,1
-3065.4,9992,1
-3065.4,9047,1
-3065.4,9047,1
-3065.4,9149,1
-3065.4,9449,1
-3065.4,9449,1
-3065.4,9915,1
-3065.4,9866,1
-3065.4,9690,1
-3065.4,9624,1
-3065.4,9653,1
-3065.4,9653,1
-3065.4,8945,1
-3065.4,9037,1
-3065.4,9481,1
-3065.4,9579,1
-3065.4,9579,1
-3065.4,9621,1
-3065.4,9175,1
-3065.4,8608,1
-3065.4,8367,1
-3065.4,8248,1
-3065.4,8248,1
-3065.4,8116,1
-3065.4,8141,1
-3065.4,7664,1
-3065.4,6981,1
-3065.4,6610,1
-3065.4,6095,1
-3065.4,5504,1
-3065.4,4990,1
-3065.4,4990,1
-3065.4,5343,1
-3065.4,5839,1
-3065.4,5839,1
-3065.4,5625,1
-3065.4,5436,1
-3065.4,5717,1
-3065.4,5717,1
-3065.4,5717,1
-3065.4,5717,1
-3065.4,6450,1
-3065.4,6148,1
-3065.4,6020,1
-3065.4,6341,1
-3065.4,6838,1
-3065.4,7427,1
-3065.4,7427,1
-3065.4,9039,1
-3065.4,9771,1
-3065.4,9771,1
-3065.4,8921,1
-3065.4,8921,1
-3065.4,8494,1
-3065.4,8809,1
-3065.4,8855,1
-3065.4,8693,1
-3065.4,8693,1
-3065.4,7957,1
-3065.4,7657,1
-3065.4,7338,1
-3065.4,6689,1
-3065.4,6184,1
-3065.4,6184,1
-3065.4,5656,1
-3065.4,4784,1
-3065.4,3654,1
-3065.4,3654,1
-3065.4,599,1
-3065.4,-1179,1
-3065.4,-6643,1
-3065.4,-9598,1
-3065.4,-4762,1
-3065.4,-2804,1
-3065.4,-1240,1
-3065.4,-795,1
-3065.4,-795,1
-3065.4,-131,1
-3065.4,408,1
-3065.4,2378,1
-3065.4,2378,1
-3065.4,1695,1
-3065.4,460,1
466,466,0
540,540,0
397,397,0
375,375,0
524,524,0
460.4,346,0
436.4,372,0
402.8,372,0
397.8,927,0
508.2,458,0
495,487,0
523.2,502,0
549.2,345,0
543.8,345,0
427.4,345,0
404.8,319,0
371.2,319,0
334.6,525,0
370.6,525,0
406.6,368,0
411.2,346,0
416.6,346,0
422,390,0
395,465,0
383,288,0
367,61,0
310,603,0
361.4,815,0
446.4,380,0
429.4,380,0
447.8,380,0
511.6,354,0
461.8,409,0
380.6,434,0
391.4,434,0
402.2,170,0
360.2,578,0
405,948,0
512.8,948,0
615.6,384,0
605.6,384,0
648.4,384,0
609.6,387,0
497.4,387,0
385.2,395,0
387.4,1,0
310.8,429,0
319.8,898,0
422,406,0
425.8,598,0
466.4,549,0
576,399,0
570,550,0
500.4,361,0
491.4,-6,0
370.6,138,0
288.4,138,0
236.2,714,0
269,636,0
324,636,0
452.4,419,0
508.6,420,0
565,352,0
492.6,352,0
435.8,453,0
399.2,314,0
378.2,196,0
333.4,342,0
331.4,772,0
415.4,772,0
479.2,368,0
490,369,0
524.6,369,0
530,480,0
471.6,480,0
413.2,573,0
454.2,198,0
420,198,0
385.8,198,0
329.4,639,0
361.2,639,0
374.4,338,0
402.4,463,0
455.4,463,0
508.4,500,0
480.6,500,0
452.8,269,0
439,92,0
364.8,92,0
290.6,188,0
228.2,896,0
307.4,896,0
432.8,361,0
486.6,358,0
539.8,358,0
573.8,304,0
455.4,304,0
337,302,0
325.2,31,0
259.8,31,0
194.4,736,0
280.8,676,0
355.2,392,0
373.2,410,0
449,411,0
525,439,0
465.6,529,0
436.2,529,0
463.6,273,0
436.2,139,0
381.8,367,0
367.4,804,0
422.4,804,0
477.4,381,0
499,336,0
538.4,336,0
532.2,258,0
423,482,0
358.6,164,0
315.2,269,0
301.8,756,0
385.8,866,0
507.4,526,0
516.2,315,0
546.4,474,0
587.4,474,0
531,373,0
432.4,424,0
412,424,0
433.8,110,0
361,110,0
288.2,787,0
371,572,0
400.6,572,0
430.2,480,0
504.2,320,0
546.2,405,0
469.8,413,0
438,453,0
414.2,274,0
373,147,0
338.4,501,0
357.6,501,0
375.2,746,0
433.8,436,0
466.2,368,0
510.4,469,0
504,469,0
497.6,469,0
442.2,489,0
452.8,283,0
435.8,283,0
398.6,700,0
444.8,910,0
533,910,0
617.2,388,0
638.2,456,0
672.8,456,0
624,550,0
552,460,0
462,460,0
476.4,460,0
477.2,166,0
419.2,731,0
455.4,324,0
428.2,319,0
400,384,0
384.8,384,0
428.4,523,0
386.8,291,0
380.2,291,0
374.6,3,0
298.4,3,0
222.2,783,0
274.2,783,0
372.6,222,0
358.8,263,0
410.8,320,0
474.2,326,0
382.8,326,0
291.4,211,0
289.2,137,0
264,137,0
227.4,848,0
331.8,544,0
375.4,544,0
442,544,0
523.4,257,0
547.4,326,0
443,429,0
420,429,0
397,63,0
300.8,95,0
268.4,780,0
359.2,457,0
364.8,258,0
330.6,405,0
399,319,0
443.8,319,0
351.6,305,0
321.2,249,0
319.4,169,0
272.2,169,0
242.2,744,0
327.2,293,0
324.8,293,0
333.6,179,0
335.6,377,0
377.2,377,0
303.8,358,0
316.8,245,0
307.2,72,0
285.8,77,0
225.8,77,0
165.8,787,0
251.6,642,0
331,343,0
385.2,333,0
436.4,298,0
480.6,302,0
383.6,276,0
310.4,276,0
297,322,0
294.8,136,0
262.4,6,0
203.2,408,0
229.6,871,0
348.6,996,0
483.4,914,0
639,504,0
738.6,476,0
752.2,476,0
673.2,441,0
562.2,602,0
499.8,511,0
501.2,511,0
508.2,94,0
431.8,94,0
362.4,590,0
360,741,0
406,314,0
366.6,262,0
400.2,262,0
433.8,184,0
352.6,327,0
269.8,301,0
267.2,237,0
262.2,237,0
257.2,689,0
358.2,689,0
430.6,248,0
420,330,0
438.6,290,0
449.2,290,0
369.4,365,0
304.6,275,0
310,275,0
299,67,0
254.4,330,0
262.4,330,0
255.4,233,0
247,411,0
274.2,420,0
344.8,473,0
373.4,388,0
385,392,0
416.8,94,0
353.4,-34,0
262.6,193,0
206.6,746,0
278.2,497,0
299.2,362,0
352.8,362,0
432,362,0
465.8,353,0
387.2,387,0
365.2,185,0
329.8,215,0
300.4,623,0
352.6,623,0
406.6,814,0
492,358,0
526.6,358,0
555.2,459,0
522.4,488,0
495.4,388,0
410.2,388,0
416.2,309,0
406.4,204,0
355.4,480,0
353.8,480,0
372.2,949,0
484.4,664,0
555.4,573,0
629.2,763,0
685.8,763,0
742.4,817,0
716,817,0
746.6,871,0
806.2,585,0
770.6,585,0
735,1224,0
816.4,1224,0
897.8,921,0
907.8,945,0
979.8,890,0
1040.8,890,0
974,890,0
907.2,589,0
840.8,479,0
747.6,877,0
745,1245,0
816,1028,0
843.6,883,0
902.4,883,0
983.2,763,0
960.4,914,0
894.2,914,0
871.4,562,0
807.2,562,0
743,1231,0
836.6,928,0
839.4,928,0
842.2,766,0
883,782,0
927,803,0
841.4,688,0
793.4,485,0
704.8,502,0
652,1342,0
764,954,0
794.2,880,0
832.6,661,0
867.8,661,0
899.6,732,0
777.6,881,0
763,745,0
736,588,0
721.4,912,0
771.6,1310,0
887.2,681,0
847.2,737,0
845.6,737,0
875.4,737,0
840.4,822,0
742.8,822,0
771,554,0
734.4,554,0
697.8,970,0
744.4,992,0
778.4,800,0
774,800,0
823.2,822,0
876.8,805,0
843.8,692,0
783.8,468,0
717.4,468,0
651,468,0
580.2,739,0
567,653,0
559.2,675,0
600.6,675,0
642,858,0
720,863,0
744.8,915,0
797.2,915,0
845.2,915,0
893.2,644,0
850.4,965,0
870.8,979,0
883.6,979,0
896.4,780,0
869.4,780,0
896.6,675,0
838.6,771,0
797,936,0
788.4,614,0
755.2,498,0
698.8,644,0
692.6,644,0
667.2,644,0
608.8,705,0
627,644,0
656.2,589,0
645.2,674,0
651.2,674,0
657.2,626,0
641.4,504,0
613.4,680,0
631.6,1139,0
724.6,661,0
722,627,0
722.2,627,0
746.8,900,0
790.8,844,0
731.8,844,0
768.4,527,0
748.4,683,0
759.6,683,0
716.2,1116,0
770.6,1116,0
825,739,0
867.4,739,0
878.6,739,0
889.8,892,0
845,892,0
800.2,506,0
753.6,498,0
705.4,498,0
657.2,1150,0
708.8,1150,0
760.4,845,0
828.2,755,0
879.6,755,0
931,668,0
834.6,668,0
738.2,668,0
702.8,668,0
685.4,972,0
728.8,1262,0
847.6,876,0
889.2,804,0
916.4,701,0
923,701,0
868.8,781,0
772.6,819,0
761.2,819,0
764.2,536,0
731.2,536,0
698.2,536,0
649.2,976,0
680.6,631,0
643,812,0
698.2,674,0
725.8,713,0
761.2,835,0
733,609,0
728.6,493,0
664.8,848,0
699.6,1217,0
800.4,1217,0
876.8,629,0
880.8,629,0
908,629,0
864.2,641,0
749,641,0
633.8,641,0
636.2,486,0
607.6,486,0
579,1177,0
686.2,1036,0
765.2,636,0
764.2,636,0
794.2,668,0
830.6,736,0
742.4,657,0
666.6,686,0
676.6,426,0
634.6,524,0
605.8,524,0
563.4,996,0
631.2,996,0
693.2,624,0
732.8,664,0
760.8,697,0
795.4,790,0
754.2,789,0
712.8,837,0
755.4,548,0
732.2,456,0
684,676,0
661.2,1192,0
741.8,822,0
738.8,811,0
791.4,878,0
875.8,877,0
916,719,0
821.4,719,0
800.8,415,0
721.6,415,0
629,1146,0
682.8,1146,0
768.2,1123,0
849,1142,0
994.4,1135,0
1138.4,1032,0
1115.6,1122,0
1110.8,1122,0
1110.6,1122,0
1106.6,1122,0
1104,1266,0
1150.8,874,0
1101.2,973,0
1071.4,1092,0
1065.4,1066,0
1054.2,745,0
950,818,0
938.8,1110,0
966.2,1110,0
969.8,1187,0
994,989,0
1042.8,1009,0
1081,962,0
1051.4,921,0
1013.6,945,0
965.2,1014,0
970.2,704,0
909.2,704,0
857.6,724,0
818.2,1346,0
898.4,960,0
887.6,987,0
944.2,1087,0
1020.8,1160,0
1108,1160,0
1070.8,1160,0
1110.8,980,0
1109.4,786,0
1049.2,619,0
941,868,0
882.6,868,0
824.2,1250,0
878.2,878,0
896.6,878,0
948.4,1032,0
981.2,962,0
1000,1016,0
953.2,1016,0
980.8,769,0
959,769,0
906.4,1044,0
922.8,1467,0
1013,1455,0
1100.8,1020,0
1151,989,0
1195,1155,0
1217.2,1094,0
1142.6,1094,0
1070.4,942,0
1054.8,942,0
1045.4,989,0
1012.2,990,0
991.4,704,0
913.4,704,0
865.8,1434,0
964.2,1173,0
1001,822,0
967.4,795,0
985.6,824,0
1009.6,957,0
914.2,1056,0
890.8,700,0
866.4,595,0
826.4,1092,0
880,1474,0
983.4,801,0
932.4,802,0
952.8,874,0
1008.6,874,0
965,815,0
833.2,815,0
836,815,0
838.6,815,0
826.8,815,0
815,815,0
815,1319,0
915.8,952,0
943.2,883,0
956.8,883,0
970.4,935,0
994.4,980,0
926.6,1017,0
939.6,779,0
918.8,626,0
867.4,626,0
805.6,626,0
734.8,1308,0
793,1220,0
881.2,1005,0
957,1005,0
1032.8,946,0
1096.8,875,0
1010.2,792,0
924.6,842,0
892,964,0
883.8,640,0
822.6,640,0
775.6,640,0
745.2,640,0
704.8,979,0
707.8,861,0
752,861,0
796.2,861,0
840.4,970,0
906.4,1016,0
913.8,1016,0
944.8,719,0
916.4,719,0
888,842,0
862.4,1310,0
921.2,1185,0
955,906,0
992.4,906,0
1029.8,817,0
1024.8,926,0
948,926,0
896.2,830,0
881,650,0
829.8,762,0
818.8,1456,0
924.8,1018,0
943.2,942,0
965.6,988,0
1033.2,1005,0
1081.8,1005,0
991.6,822,0
952.4,686,0
901.2,690,0
841.6,1106,0
861.8,1186,0
898,1186,0
970.8,842,0
1002,842,0
1032.4,877,0
986.6,913,0
932,913,0
877.4,602,0
829.4,1051,0
871.2,1051,0
906,1357,0
994.8,1348,0
1081.8,1441,0
1249.6,1441,0
1327.6,1364,0
1390.2,1433,0
1405.4,1317,0
1399.2,1085,0
1328,1264,0
1292.6,1264,0
1272.6,1306,0
1247.2,1095,0
1202.8,1122,0
1210.2,1678,0
1293,1213,0
1282.8,1204,0
1262.4,1204,0
1284.2,1346,0
1329,1310,0
1255.4,1259,0
1264.6,1202,0
1264.2,1202,0
1263.8,937,0
1182,1246,0
1169.2,1505,0
1218.4,1220,0
1222,1206,0
1222.8,1157,0
1266.8,1246,0
1266.8,1246,0
1215,1265,0
1224,887,0
1160.2,928,0
1114.4,928,0
1050.8,928,0
987.2,1615,0
1057.2,1613,0
1202.4,1321,0
1281,1142,0
1323.8,1159,0
1370,1090,0
1265,1090,0
1160.4,1267,0
1149.6,1011,0
1123.4,1011,0
1093.8,808,0
1037.4,1640,0
1147.4,1540,0
1202,1540,0
1307.8,1416,0
1388.8,1416,0
1510.4,1257,0
1433.8,1140,0
1353.8,1140,0
1273.8,1243,0
1239.2,1243,0
1204.6,782,0
1109.6,1070,0
1095.6,1601,0
1187.8,1601,0
1259.4,1601,0
1331,1446,0
1463.8,1446,0
1539,1305,0
1479.8,1305,0
1420.6,1153,0
1331,1210,0
1283.8,1210,0
1236.6,839,0
1143.4,1295,0
1141.4,1410,0
1192.8,1410,0
1232.8,1155,0
1221.8,1214,0
1296.8,1210,0
1279.8,1153,0
1228.4,1099,0
1166.2,1099,0
1155,972,0
1106.6,972,0
1059,1430,0
1114.4,1411,0
1176.8,950,0
1147,1171,0
1186.8,1213,0
1235,1137,0
1176.4,1137,0
1121.6,1030,0
1137.6,1030,0
1109.4,848,0
1036.4,1065,0
1022,1466,0
1087.8,1426,0
1167,1181,0
1197.2,1240,0
1275.6,1160,0
1294.6,1160,0
1233.4,1148,0
1177.8,1148,0
1171.2,1074,0
1138,951,0
1096.2,1249,0
1114,1249,0
1134.2,1408,0
1186.2,1028,0
1177,1028,0
1192.4,1046,0
1151.8,1027,0
1107.4,1027,0
1031.2,1247,0
1075,891,0
1047.6,813,0
1001,1052,0
1006,1373,0
1075.2,1135,0
1052.8,1091,0
1092.8,1160,0
1162.2,1218,0
1195.4,1229,0
1166.6,1229,0
1185.4,786,0
1124.4,1218,0
1136,1450,0
1182.4,1225,0
1181.6,1195,0
1174.8,1256,0
1268.8,1256,0
1276.4,1137,0
1213.8,1158,0
1200.4,960,0
1153.4,804,0
1063,1676,0
1147,1599,0
1239.4,1081,0
1224,1074,0
1246.8,1072,0
1300.4,1087,0
1182.6,1088,0
1080.4,1031,0
1070.4,1031,0
1061.8,863,0
1020,1230,0
1048.6,1461,0
1123.2,1461,0
1209.2,1095,0
1222,1095,0
1268.4,1192,0
1260.8,1192,0
1207,1123,0
1139.4,1123,0
1145,959,0
1117.8,929,0
1065.2,1598,0
1146.4,1598,0
1241.4,1058,0
1228.4,1110,0
1258.6,1083,0
1289.4,1068,0
1183.4,1068,0
1077.4,1129,0
1091.6,1129,0
1095.4,979,0
1074.6,845,0
1030,1257,0
1067.8,1621,0
1166.2,1185,0
1177.4,1180,0
1217.6,1180,0
1284.6,1058,0
1244.8,1058,0
1132.2,1000,0
1095.2,808,0
1020.8,721,0
929,1267,0
970.8,1482,0
1055.6,1405,0
1136.6,1224,0
1219.8,1224,0
1320.4,1085,0
1284,1098,0
1207.2,1145,0
1155.2,1221,0
1154.6,1221,0
1154,906,0
1118.2,1326,0
1163.8,1559,0
1246.6,1428,0
1288,1243,0
1292.4,1202,0
1351.6,1259,0
1338.2,1268,0
1280,1268,0
1248,1206,0
1240.6,963,0
1192.8,963,0
1133.6,875,0
1055,1426,0
1086.6,1499,0
1145.2,1499,0
1252.4,1104,0
1280.6,1199,0
1345.4,1123,0
1284.8,1053,0
1195.6,1053,0
1106.4,1053,0
1096.2,994,0
1055.2,838,0
998.2,1578,0
1103.2,1588,0
1210.2,1166,0
1232.8,1180,0
1270,1180,0
1338.4,1219,0
1266.6,1475,0
1244,1150,0
1240.8,918,0
1188.4,816,0
1115.6,1572,0
1186.2,1572,0
1205.6,1101,0
1195.8,1055,0
1223.2,1151,0
1290.2,1237,0
1223.2,1237,0
