Offset,Data,Class
-551.2,-530,0
-521.2,-609,0
-549,-609,0
-563.4,-399,0
-535.4,-193,0
-468,-824,0
-526.8,-574,0
-519.8,-574,0
-512.8,-431,0
-519.2,-431,0
-566.8,-319,0
-465.8,-490,0
-449,-704,0
-475,-704,0
-529.6,-606,0
-564.6,-210,0
-542.8,-198,0
-484.4,-484,0
-440.4,-468,0
-393.2,-354,0
-342.8,-479,0
-396.6,-479,0
-452.8,-568,0
-469.6,-568,0
-489.6,-568,0
-532.4,-492,0
-535,-402,0
-519.6,-402,0
-486.4,-319,0
-436.6,-448,0
-412.6,-468,0
-407.8,-255,0
-378.4,-255,0
-349,-382,0
-361.6,-356,0
-343.2,-356,0
-320.8,-334,0
-336.6,-604,0
-406.4,-631,0
-456.2,-252,0
-435.4,-366,0
-437.4,-673,0
-505.2,-574,0
-499.2,-493,0
-471.6,-583,0
-537.8,-583,0
-581.2,-292,0
-505,-383,0
-466.8,-603,0
-488.8,-594,0
-491,-463,0
-467,-241,0
-456.8,-476,0
-475.4,-422,0
-439.2,-469,0
-414.2,-469,0
-415.4,-360,0
-439.2,-360,0
-416,-360,0
-403.6,-631,0
-436,-631,0
-468.4,-9,0
-398.2,-195,0
-365.2,-195,0
-332.2,-195,0
-245,-533,0
-225.4,-484,0
-320.4,-275,0
-336.4,-275,0
-352.4,-426,0
-398.6,-671,0
-426.2,-560,0
-441.4,-560,0
-498.4,-279,0
-499.2,-376,0
-489.2,-376,0
-430.2,-376,0
-393.4,-492,0
-379.8,-492,0
-422.4,-295,0
-406.2,-295,0
-390,-295,0
-373.8,-377,0
-350.8,-377,0
-327.8,-468,0
-362.4,-663,0
-436,-663,0
-509.6,-298,0
-493.8,-266,0
-471.6,-269,0
-431.8,-279,0
-355,-481,0
-318.6,-481,0
-355.2,-295,0
-361,-509,0
-409,-542,0
-461.6,-378,0
-441,-381,0
-421,-381,0
-438.2,-210,0
-378.4,-435,0
-357,-564,0
-394.2,-350,0
-388,-48,0
-321.4,-503,0
-380,-602,0
-413.4,-483,0
-397.2,-514,0
-430,-514,0
-523.2,-392,0
-501,-208,0
-422.2,-456,0
-416.8,-655,0
-445,-348,0
-411.8,-355,0
-404.4,-355,0
-433.8,-534,0
-449.4,-481,0
-414.6,-481,0
-441.2,-481,0
-466.4,-313,0
-458,-485,0
-448.2,-655,0
-483,-369,0
-460.6,-369,0
-438.2,5,0
-374.6,-254,0
-328.4,-454,0
-288.2,-454,0
-305.2,-401,0
-311.6,-433,0
-399.2,-324,0
-413.2,-203,0
-363,-517,0
-375.6,-460,0
-387.4,-351,0
-371,-127,0
-331.6,-489,0
-388.8,-489,0
-383.2,-314,0
-354,-314,0
-346.6,-386,0
-398.4,-386,0
-377.8,-496,0
-379.2,-535,0
-423.4,-535,0
-467.6,-13,0
-393,-13,0
-318.4,-13,0
-221.8,-266,0
-168,-215,0
-104,-215,0
-144.4,-332,0
-208.2,-348,0
-275.2,-348,0
-291.6,-348,0
-318.2,-668,0
-408.8,-520,0
-446.4,-520,0
-480.8,-43,0
-419.8,-367,0
-423.6,-257,0
-341.4,-116,0
-260.6,-116,0
-179.8,-116,0
-194.4,-181,0
-157.2,-181,0
-142,-505,0
-219.8,-505,0
-297.6,-203,0
-315,-203,0
-319.4,-549,0
-393,-453,0
-382.6,-292,0
-340,-190,0
-337.4,-65,0
-309.8,-223,0
-244.6,-322,0
-218.4,-322,0
-224.4,-340,0
-254.4,-2,0
-241.8,-397,0
-276.6,-397,0
-291.6,-215,0
-270.2,-345,0
-271.2,-345,0
-339.8,-124,0
-285.2,-124,0
-230.6,-124,0
-212.4,-364,0
-216.2,-181,0
-183.4,-252,0
-209,-331,0
-250.4,-331,0
-291.8,-331,0
-285.2,-186,0
-286.2,-399,0
-315.6,-399,0
-329.2,-252,0
-313.4,-462,0
-339.6,-285,0
-359.4,-285,0
-336.6,109,0
-235,-185,0
-221.6,-374,0
-204,-291,0
-205.2,-316,0
-211.4,-316,0
-296.4,-276,0
-314.6,-225,0
-284.8,-623,0
-351.2,-275,0
-343,78,0
-264.2,-31,0
-215.2,-390,0
-248.2,-390,0
-201.6,-229,0
-192.4,-229,0
-253.8,-150,0
-277.6,-127,0
-225,-175,0
-182,-494,0
-235,-279,0
-245,-279,0
-270.8,-279,0
-301.2,-365,0
-339.2,-365,0
-313.4,-365,0
-330.6,-365,0
-347.8,-273,0
-346.6,-273,0
-328.2,3,0
-254.6,-396,0
-260.8,-397,0
-267.2,-158,0
-244.2,-191,0
-227.8,-127,0
-253.8,-219,0
-218.4,-219,0
-182.8,-350,0
-221.2,-385,0
-260,-236,0
-281.8,-144,0
-266.8,-495,0
-322,-495,0
-351,-8,0
-275.6,-8,0
-230,-298,0
-260.8,-298,0
-221.4,-298,0
-182,-240,0
-228.4,-90,0
-244.8,-383,0
-261.8,-383,0
-278.8,157,0
-187.8,-99,0
-159.6,-99,0
-161.4,-139,0
-112.6,-243,0
-84.6,-243,0
-164.6,-243,0
-193.4,-243,0
-222.2,-362,0
-266.8,-362,0
-290.6,-83,0
-258.6,181,0
-173.8,-339,0
-193,-299,0
-180.4,-299,0
-167.8,-176,0
-186.4,-132,0
-249,-190,0
-219.2,-190,0
-197.4,-190,0
-175.6,-190,0
-178.4,96,0
-132.8,-215,0
-137.8,-497,0
-199.2,-291,0
-219.4,-291,0
-239.6,-258,0
-310.4,-115,0
-290.4,-354,0
-261.8,-354,0
-274.4,-379,0
-292,38,0
-232.8,-264,0
-262.6,-329,0
-257.6,-329,0
-252.6,-254,0
-227.6,-209,0
-277,-209,0
-266,-209,0
-242,-209,0
-218,-385,0
-244.2,-385,0
-279.4,-187,0
-275,-187,0
-270.6,-354,0
-299.6,-354,0
-293.4,-186,0
-253.6,-369,0
-290,-256,0
-303.8,-160,0
-265,-450,0
-284.2,-388,0
-324.6,-388,0
-328.4,29,0
-271.4,29,0
-233.6,29,0
-137.8,-236,0
-107.4,-270,0
-83.8,-303,0
-150.2,-250,0
-206,-268,0
-265.4,-457,0
-309.6,-243,0
-304.2,-5,0
-244.6,-5,0
-195.6,-312,0
-204.4,-312,0
-175.4,-165,0
-159.8,-218,0
-202.4,-218,0
-245,-223,0
-227.2,-223,0
-209.4,-223,0
-221,-337,0
-244.8,-24,0
-206,18,0
-157.8,18,0
-109.6,18,0
-61.4,-225,0
-39,-225,0
-79.2,-251,0
-133,-67,0
-150,-44,0
-162.4,-392,0
-195.8,-464,0
-243.6,25,0
-188.4,25,0
-170,-178,0
-196.8,-85,0
-135.4,-100,0
-62.6,-163,0
-100.2,-182,0
-141.6,-128,0
-131.6,-499,0
-214.4,-285,0
-251.4,26,0
-213.6,120,0
-153.2,-44,0
-136.4,-286,0
-93.8,-300,0
-96.8,-95,0
-121,-95,0
-164,-169,0
-189,-369,0
-205.6,-302,0
-206,-12,0
-189.4,166,0
-137.2,-145,0
-132.4,-145,0
-87.6,-261,0
-79.4,-261,0
-129.2,-27,0
-167.8,-27,0
-144.2,-375,0
-190.2,-417,0
-221.4,-213,0
-211.8,-213,0
-249,-213,0
-286.2,-324,0
-276,-133,0
-219.2,-133,0
-203.2,-223,0
-205.2,-126,0
-187.8,-126,0
-148.2,-253,0
-172.2,-433,0
-232.2,-41,0
-195.8,-164,0
-203.4,-164,0
-211,-46,0
-169.6,-200,0
-123,-237,0
-162.2,-229,0
-175.2,-209,0
-184.2,-165,0
-208,-165,0
-201,-160,0
-185.6,-160,0
-171.8,-46,0
-139.2,-363,0
-178.8,-123,0
-170.4,-133,0
-165,-190,0
-171,67,0
-148.4,139,0
-48,-255,0
-74.4,-170,0
-81.8,237,0
3.6,138,0
17.8,-110,0
-32,-287,0
-38.4,-319,0
-68.2,-283,0
-172.2,-283,0
-256.4,-132,0
-260.8,-166,0
-236.6,-166,0
-206,-166,0
-182.6,-427,0
-211.4,89,0
-167.2,89,0
-116.2,-91,0
-101.2,-91,0
-86.2,-256,0
-52,-256,0
-121,-151,0
-169,-483,0
-247.4,-208,0
-270.8,166,0
-186.4,166,0
-102,-116,0
-95,-116,0
-21.6,-56,0
8.8,-257,0
-75.8,-115,0
-132,-115,0
-131.8,-408,0
-190.2,-357,0
-250.4,187,0
-161.6,187,0
-101.2,-379,0
-154,-249,0
-122.2,-86,0
-68,-157,0
-136.8,-52,0
-184.6,134,0
-82,-310,0
-94.2,-224,0
-121.8,123,0
-65.8,123,0
-30.8,-214,0
-100.4,-147,0
-67.8,-147,0
-52.4,-43,0
-85.6,-18,0
-113.8,-110,0
-93,-407,0
-145,-145,0
-144.6,-145,0
-165,203,0
-120.8,29,0
-93,-204,0
-52.4,-204,0
-64.2,-216,0
-78.4,-168,0
-152.6,-168,0
-192,-53,0
-161.8,-53,0
-131.6,-53,0
-99,-320,0
-129.4,167,0
-62.4,167,0
-18.4,-304,0
-68.6,-134,0
-84.8,-298,0
-80.4,-298,0
-173.4,-248,0
-256.4,-186,0
-232.8,-186,0
-243.2,-186,0
-220.8,6,0
-160,6,0
-109.2,25,0
-67,-195,0
-68.8,-60,0
-43.6,-200,0
-84.8,-46,0
-95.2,74,0
-85.4,55,0
-35.4,-37,0
-30.8,-37,0
1.8,-95,0
-8,274,0
32,181,0
57.2,94,0
83.4,-184,0
54,-22,0
68.6,-93,0
-4.8,-93,0
-59.6,-152,0
-108.8,81,0
-55.8,-404,0
-132.2,-404,0
-194.4,236,0
-128.6,236,0
-51,17,0
-63.8,-304,0
-43.8,-304,0
-23.8,-122,0
-95.4,-103,0
-163.2,-103,0
-187.2,-314,0
-189.2,11,0
-126.2,-24,0
-106.6,-233,0
-132.6,-111,0
-134.2,-64,0
-84.2,-4,0
-87.2,-90,0
-100.4,-15,0
-56.8,-253,0
-85.2,-379,0
-148.2,1,0
-147.2,-213,0
-171.8,-213,0
-211.4,-118,0
-184.4,-118,0
-132.2,-124,0
-157.2,-85,0
-131.6,-103,0
-109.6,-286,0
-143.2,-340,0
-187.6,-95,0
-181.8,106,0
-143.6,-421,0
-207.2,-86,0
-167.2,-7,0
-100.6,-7,0
-83,154,0
-73.4,154,0
41.6,-371,0
-15.4,-371,0
-88.2,-206,0
-128,112,0
-136.4,-184,0
-204,-278,0
-185.4,-55,0
-122.2,-1,0
-81.2,-1,0
-103.8,-180,0
-103,-180,0
-83.4,-310,0
-134.4,-234,0
-181,-234,0
-227.6,278,0
-136,278,0
-44.4,131,0
43.8,17,0
94,-78,0
125.2,-134,0
42.8,-45,0
-21.8,-181,0
-84.2,-6,0
-88.8,-90,0
-91.2,-329,0
-130.2,-52,0
-131.6,89,0
-77.6,89,0
-58.6,89,0
-22.8,-149,0
13.2,-149,0
-6.2,-149,0
-53.8,-149,0
-101.4,35,0
-112.2,-70,0
-96.4,-295,0
-125.6,-218,0
-139.4,30,0
-103.6,-40,0
-118.6,94,0
-85.8,-64,0
-39.6,-64,0
-8.8,-9,0
-16.6,-11,0
-10.8,-11,0
-31.8,-437,0
-106.4,-437,0
-181,-44,0
-188,408,0
-104.2,408,0
-20.4,-146,0
37.8,-54,0
114.4,-12,0
120.8,-43,0
30.6,31,0
-44.8,79,0
0.2,-248,0
-38.6,-196,0
-75.4,-140,0
-94.8,-140,0
-129,-193,0
-183.4,-193,0
-172.4,-254,0
-184,6,0
-154.8,6,0
-125.6,-221,0
-131.2,12,0
-90.2,-199,0
-79.2,-199,0
-120.2,-208,0
-163,113,0
-96.2,113,0
-76,-24,0
-41,-24,0
-6,-97,0
16.2,-97,0
-25.8,-97,0
-67.8,-156,0
-94.2,-118,0
-113,-118,0
-117.2,-319,0
-161.6,311,0
-80,279,0
7,-36,0
23.4,-36,0
39.8,-273,0
49,-156,0
-44.4,-156,0
-131.4,-177,0
-159.6,-177,0
-187.8,-398,0
-212.8,-398,0
-261.2,213,0
-187.4,-121,0
-176.2,-97,0
-160.2,-221,0
-124.8,-171,0
-79.4,-171,0
-156.2,-125,0
-157,-125,0
-162.6,-617,0
-241.8,-425,0
-292.6,-46,0
-267.6,-46,0
-251.8,47,0
-217.4,-207,0
-135.4,-133,0
-77,-133,0
-94.4,-133,0
-111.8,-133,0
-147.8,-133,0
-133,-133,0
-133,-133,0
-133,-133,0
-133,4098,1
-133,4098,1
-133,4098,1
-133,3736,1
-133,3736,1
-133,3705,1
-133,3742,1
-133,3742,1
-133,3312,1
-133,3347,1
-133,3699,1
-133,3699,1
-133,3699,1
-133,3515,1
-133,3515,1
-133,3528,1
-133,3694,1
-133,10616,1
-133,18809,1
-133,18809,1
-133,23182,1
-133,30151,1
-133,35232,1
-133,45695,1
-133,45695,1
-133,49987,1
-133,57723,1
-133,57723,1
-133,57723,1
-133,39151,1
-133,19502,1
-133,19502,1
-133,7438,1
-133,7438,1
-133,5941,1
-133,5573,1
-133,5274,1
-133,5239,1
-133,5148,1
-133,5185,1
-133,5185,1
-133,5142,1
-133,12517,1
-133,12517,1
-133,12517,1
-133,34292,1
-133,45282,1
-133,45282,1
-133,70427,1
-133,70535,1
-133,68387,1
-133,65931,1
-133,51746,1
-133,51746,1
-133,51746,1
-133,25953,1
-133,25384,1
-133,25384,1
-133,7536,1
-133,5553,1
-133,5245,1
-133,5002,1
-133,5002,1
-133,4853,1
-133,4686,1
-133,4353,1
-133,4353,1
-133,4962,1
-133,4962,1
-133,4419,1
-133,4356,1
-133,4356,1
-133,4356,1
-133,4303,1
-133,4037,1
-133,3039,1
-133,3039,1
-133,3039,1
-133,3291,1
-133,3109,1
-133,2863,1
-133,2862,1
-133,2844,1
-133,2844,1
-133,2818,1
-133,3022,1
-133,3271,1
-133,3351,1
-133,7072,1
-133,7072,1
-133,144995,1
-133,144995,1
-133,183479,1
-133,180519,1
-133,186845,1
-133,196992,1
-133,204056,1
-133,199761,1
-133,175374,1
-133,175374,1
-133,120050,1
-133,136827,1
-133,171013,1
-133,172622,1
-133,182657,1
-133,194276,1
-133,194276,1
-133,222420,1
-133,222420,1
-133,222420,1
-133,245058,1
-133,251110,1
-133,248013,1
-133,244674,1
-133,241149,1
-133,235028,1
-133,224678,1
-133,217016,1
-133,217016,1
-133,219787,1
-133,223687,1
-133,223687,1
-133,249097,1
-133,260655,1
-133,244994,1
-133,241691,1
-133,241691,1
-133,264673,1
-133,267997,1
-133,269888,1
-133,273940,1
-133,273940,1
-133,282470,1
-133,280426,1
-133,275156,1
-133,233684,1
-133,233684,1
-133,243651,1
-133,243651,1
-133,246615,1
-133,236670,1
-133,236670,1
-133,192779,1
-133,178760,1
-133,174079,1
-133,176805,1
-133,191132,1
-133,191132,1
-133,191132,1
-133,191132,1
-133,222138,1
-133,237638,1
-133,247596,1
-133,244239,1
-133,226627,1
-133,226627,1
-133,232778,1
-133,232778,1
-133,232778,1
-133,270996,1
-133,281526,1
-133,289457,1
-133,283430,1
-133,278166,1
-133,281648,1
-133,287509,1
-133,290799,1
-133,289757,1
-133,289757,1
-133,270313,1
-133,266489,1
-133,266489,1
-133,275878,1
-133,275878,1
-133,269737,1
-133,257652,1
-133,242447,1
-133,242447,1
-133,205498,1
-133,203921,1
-133,206830,1
-133,208353,1
-133,208217,1
-133,212390,1
-133,218688,1
-133,217416,1
-133,211470,1
-133,211470,1
-133,209389,1
-133,209389,1
-133,209389,1
-133,234816,1
-133,239827,1
-133,235896,1
-133,216928,1
-133,205581,1
-133,107167,1
-133,80982,1
-133,65697,1
-133,65697,1
-133,30992,1
-133,30992,1
-133,36516,1
-133,40536,1
-133,40536,1
-133,54053,1
-133,54053,1
-133,49495,1
-133,40961,1
-133,40961,1
-133,39549,1
-133,47077,1
-133,60117,1
-133,66144,1
-133,66144,1
-133,55363,1
-133,52026,1
-133,46772,1
-133,46772,1
-133,42447,1
-133,87456,1
-133,163041,1
-133,163041,1
-133,265639,1
-133,265639,1
-133,283944,1
-133,291711,1
-133,306874,1
-133,329279,1
-133,329279,1
-133,324058,1
-133,323526,1
-133,327407,1
-133,327281,1
-133,323702,1
-133,323702,1
-133,321091,1
-133,322612,1
-133,322251,1
-133,320186,1
-133,315902,1
-133,298925,1
-133,277252,1
-133,277252,1
-133,232036,1
-133,232036,1
-133,232036,1
-133,227227,1
-133,214847,1
-133,214847,1
-133,183185,1
-133,201313,1
-133,210199,1
-133,210199,1
-133,198886,1
-133,198886,1
-133,187140,1
-133,187140,1
-133,187140,1
-133,200029,1
-133,209078,1
-133,209078,1
-133,128535,1
-133,95792,1
-133,88166,1
-133,91235,1
-133,96593,1
-133,112651,1
-133,112651,1
-133,112651,1
-133,228287,1
-133,232553,1
-133,228044,1
-133,217802,1
-133,209813,1
-133,209813,1
-133,211610,1
-133,213402,1
-133,215488,1
-133,215488,1
-133,216825,1
-133,216825,1
-133,150695,1
-133,150695,1
-133,150695,1
-133,33845,1
-133,7160,1
-133,26276,1
-133,50985,1
-133,88765,1
-133,88765,1
-133,207800,1
-133,234576,1
-133,239414,1
-133,237879,1
-133,234471,1
-133,230150,1
-133,216168,1
-133,216168,1
-133,216691,1
-133,224283,1
-133,238430,1
-133,238430,1
-133,256607,1
-133,245188,1
-133,214362,1
-133,214362,1
-133,113681,1
-133,113681,1
-133,113681,1
-133,150536,1
-133,150536,1
-133,163975,1
-133,163975,1
-133,169169,1
-133,170483,1
-133,171116,1
-133,172041,1
-133,174412,1
-133,179473,1
-133,190135,1
-133,203328,1
-133,216211,1
-133,226501,1
-133,234149,1
-133,239569,1
-133,240753,1
-133,238421,1
-133,235324,1
-133,233439,1
-133,241123,1
-133,257095,1
-133,257095,1
-133,257095,1
-133,229509,1
-133,229509,1
-133,217285,1
-133,217285,1
-133,242451,1
-133,304115,1
-133,304115,1
-133,324785,1
-133,339070,1
-133,337265,1
-133,337265,1
-133,359046,1
-133,365305,1
-133,355080,1
-133,338522,1
-133,323825,1
-133,317463,1
-133,320185,1
-133,322897,1
-133,320621,1
-133,308132,1
-133,288607,1
-133,272470,1
-133,272470,1
-133,259212,1
-133,260551,1
-133,260551,1
-133,272370,1
-133,305089,1
-133,326391,1
-133,341474,1
-133,345111,1
-133,341469,1
-133,339778,1
-133,344885,1
-133,354365,1
-133,367368,1
-133,376233,1
-133,374781,1
-133,374781,1
-133,361972,1
-133,361972,1
-133,337488,1
-133,337488,1
-133,266649,1
-133,234083,1
-133,234083,1
-133,209503,1
-133,212208,1
-133,214399,1
-133,209390,1
-133,208837,1
-133,204790,1
-133,204790,1
-133,187836,1
-133,187836,1
-133,134129,1
-133,81651,1
-133,81651,1
-133,81651,1
-133,16478,1
-133,28360,1
-133,30093,1
-133,25082,1
-133,50173,1
-133,50173,1
-133,100470,1
-133,165700,1
-133,207081,1
-133,217799,1
-133,217799,1
-133,217799,1
-133,86650,1
-133,7006,1
-133,7006,1
-133,7006,1
-133,1162,1
-133,1001,1
-133,1075,1
-133,1323,1
-133,1323,1
-133,21974,1
-133,95428,1
-133,95428,1
-133,234498,1
-133,267442,1
-133,267442,1
-133,259525,1
-133,234741,1
-133,234741,1
-133,170651,1
-133,183715,1
-133,274804,1
-133,295006,1
-133,295006,1
-133,291213,1
-133,291213,1
-133,292598,1
-133,304306,1
-133,322805,1
-133,323642,1
-133,317725,1
-133,306070,1
-133,306070,1
-133,223907,1
-133,223907,1
-133,223907,1
-133,226237,1
-133,238906,1
-133,252229,1
-133,255060,1
-133,247799,1
-133,244575,1
-133,249642,1
-133,260821,1
-133,272529,1
-133,287099,1
-133,305718,1
-133,305718,1
-133,305718,1
-133,299516,1
-133,299516,1
-133,253679,1
-133,241059,1
-133,241059,1
-133,228499,1
-133,228499,1
-133,231193,1
-133,214025,1
-133,175822,1
-133,175822,1
-133,88845,1
-133,69702,1
-133,69643,1
-133,69643,1
-133,86687,1
-133,105857,1
-133,105857,1
-133,152928,1
-133,152928,1
-133,114067,1
-133,114067,1
-133,79449,1
-133,79449,1
-133,82616,1
-133,82513,1
-133,84807,1
-133,84807,1
-133,84807,1
-133,84807,1
-133,121922,1
-133,115179,1
-133,134063,1
-133,185318,1
-133,185318,1
-133,279604,1
-133,300500,1
-133,300500,1
-133,316943,1
-133,316635,1
-133,305775,1
-133,283241,1
-133,283241,1
-133,262683,1
-133,283210,1
-133,293359,1
-133,295714,1
-133,295048,1
-133,294578,1
-133,294578,1
-133,295653,1
-133,293573,1
-133,290085,1
-133,286805,1
-133,282525,1
-133,277675,1
-133,277276,1
-133,281856,1
-133,285876,1
-133,286164,1
-133,286338,1
-133,291617,1
-133,303828,1
-133,303828,1
-133,343925,1
-133,344960,1
-133,344960,1
-133,344489,1
-133,344170,1
-133,342611,1
-133,337512,1
-133,326819,1
-133,318177,1
-133,317172,1
-133,316405,1
-133,307106,1
-133,307106,1
-133,259370,1
-133,243895,1
-133,246510,1
-133,246510,1
-133,282702,1
-133,294969,1
-133,294604,1
-133,288760,1
-133,287218,1
-133,293938,1
-133,309661,1
-133,328923,1
-133,342533,1
-133,347289,1
-133,346439,1
-133,343197,1
-133,339221,1
-133,331275,1
-133,331275,1
-133,318785,1
-133,343410,1
-133,343410,1
-133,355424,1
-133,351605,1
-133,345915,1
-133,345915,1
-133,337201,1
-133,335745,1
-133,335745,1
-133,334140,1
-133,334140,1
-133,331797,1
-133,326831,1
-133,313003,1
-133,313003,1
-133,307604,1
-133,305494,1
-133,297165,1
-133,297165,1
-133,284661,1
-133,276901,1
-133,275219,1
-133,269169,1
-133,262083,1
-133,253184,1
-133,253184,1
-133,264985,1
-133,290922,1
-133,290922,1
-133,298367,1
-133,309434,1
-133,309434,1
-133,297343,1
-133,297343,1
-133,274334,1
-133,274334,1
-133,231851,1
-133,253757,1
-133,269864,1
-133,269864,1
-133,276740,1
-133,283553,1
-133,320121,1
-133,338583,1
-133,338452,1
-133,338452,1
-133,313185,1
-133,313185,1
-133,308388,1
-133,308906,1
-133,311414,1
-133,307100,1
-133,307100,1
-133,305251,1
-133,325502,1
-133,344916,1
-133,344916,1
-133,372072,1
-133,372072,1
-133,378919,1
-133,378919,1
-133,377990,1
-133,377792,1
-133,378006,1
-133,378006,1
-133,371743,1
-133,371743,1
-133,379167,1
-133,379167,1
-133,387502,1
-133,387502,1
-133,373170,1
-133,366938,1
-133,366938,1
-133,377085,1
-133,368651,1
-133,323953,1
-133,298227,1
-133,267849,1
-133,267849,1
-133,229189,1
-133,229189,1
-133,214572,1
-133,178788,1
-133,178788,1
-133,141093,1
-133,141093,1
-133,64834,1
-133,64834,1
-133,62202,1
-133,59297,1
-133,59297,1
-133,52178,1
-133,52178,1
-133,41946,1
-133,41946,1
-133,52484,1
-133,52484,1
-133,80481,1
-133,80481,1
-133,154705,1
-133,154705,1
-133,244334,1
-133,244334,1
-133,258830,1
-133,258830,1
-133,207408,1
-133,176989,1
-133,158655,1
-133,158655,1
-133,158655,1
-133,158655,1
-133,148627,1
-133,148627,1
-133,207020,1
-133,207020,1
-133,236099,1
-133,234837,1
-133,234837,1
-133,227484,1
-133,212390,1
-133,212390,1
-133,196870,1
-133,206722,1
-133,232131,1
-133,256793,1
-133,256793,1
-133,275199,1
-133,275165,1
-133,259990,1
-133,245299,1
-133,239152,1
-133,243348,1
-133,248993,1
-133,249266,1
-133,249266,1
-133,234988,1
-133,234988,1
-133,189481,1
-133,167825,1
-133,122941,1
-133,83554,1
-133,39840,1
-133,11992,1
-133,2028,1
-133,1035,1
-133,1218,1
-133,1218,1
-133,1218,1
-133,1183,1
-133,1332,1
-133,1345,1
-133,1801,1
-133,1801,1
-133,1499,1
-133,1309,1
-133,1334,1
-133,1377,1
-133,1535,1
-133,1649,1
-133,1649,1
-133,1293,1
-133,1747,1
-133,1791,1
-133,1472,1
-133,1513,1
-133,1513,1
-133,1621,1
-133,1662,1
-133,1698,1
-133,1728,1
-133,1526,1
-133,1526,1
-133,2072,1
-133,1688,1
-133,1647,1
-133,1603,1
-133,1708,1
-133,1671,1
-133,1881,1
-133,2118,1
-133,9180,1
-133,52132,1
-133,117957,1
-133,160066,1
-133,140611,1
-133,140611,1
-133,106405,1
-133,106405,1
-133,112150,1
-133,112150,1
-133,101838,1
-133,101838,1
-133,119661,1
-133,241709,1
-133,241709,1
-133,297085,1
-133,300826,1
-133,300826,1
-133,306077,1
-133,317032,1
-133,321420,1
-133,321420,1
-133,329780,1
-133,337736,1
-133,337361,1
-133,337361,1
-133,337361,1
-133,301003,1
-133,301003,1
-133,228366,1
-133,182852,1
-133,182852,1
-133,150424,1
-133,178991,1
-133,178991,1
-133,226566,1
-133,260267,1
-133,274687,1
-133,261657,1
-133,261657,1
-133,142751,1
-133,103071,1
-133,112079,1
-133,112079,1
-133,112079,1
-133,138413,1
-133,63877,1
1403,1403,0
966,966,0
1233,1233,0
1886,1886,0
1698,1698,0
1437.2,1244,0
1405.4,1479,0
1508,1487,0
1558.8,1487,0
1479,1448,0
1429,1448,0
1469.8,1287,0
1431.4,1163,0
1366.6,1752,0
1419.6,1805,0
1491,1219,0
1445.2,1370,0
1461.8,1389,0
1507,1314,0
1419.4,1314,0
1321.2,1484,0
1374.2,945,0
1289.2,945,0
1200.4,1335,0
1204.6,1771,0
1296,1771,0
1353.4,1593,0
1483,1590,0
1612,1507,0
1646.4,1228,0
1537.8,1297,0
1443,1297,0
1383.8,895,0
1244.8,1098,0
1163,1098,0
1137,1795,0
1236.6,1278,0
1232.8,1118,0
1277.4,1118,0
1281.4,1118,0
1285.4,1363,0
1199,1516,0
1246.6,1628,0
1348.6,1454,0
1415.8,867,0
1365.6,1563,0
1405.6,1563,0
1415,1819,0
1453.2,1819,0
1526.2,1246,0
1602,1450,0
1579.4,1452,0
1557.2,1438,0
1481,1517,0
1420.6,1517,0
1474.8,1515,0
1487.8,1207,0
1438.8,853,0
1321.8,853,0
1189,1825,0
1250.6,1825,0
1312.6,1455,0
1362.2,1455,0
1482.6,1443,0
1600.6,1443,0
1524.2,1509,0
1461,1509,0
1471.8,1291,0
1439,1146,0
1379.6,1230,0
1337,1644,0
1364,1460,0
1354.2,1406,0
1377.2,1411,0
1430.2,1411,0
1466.4,1403,0
1418.2,1593,0
1444.8,1678,0
1499.2,1116,0
1440.2,1057,0
1369.4,1057,0
1300.2,1057,0
1193,1486,0
1154.6,1418,0
1215,1435,0
1290.6,1453,0
1369.8,1453,0
1449,1537,0
1459.2,1537,0
1483,1210,0
1438,918,0
1331,918,0
1224,1215,0
1159.6,1949,0
1242,1693,0
1338.6,1332,0
1421.4,1476,0
1533,1309,0
1551.8,1169,0
1395.8,1330,0
1323.2,1513,0
1359.4,1363,0
1336.8,919,0
1258.8,1222,0
1269.4,1940,0
1391.4,1344,0
1357.6,1450,0
1375,1311,0
1453.4,1503,0
1509.6,1531,0
1427.8,1531,0
1465.2,1531,0
1481.4,1483,0
1515.8,1483,0
1511.8,1014,0
1408.4,1411,0
1384.4,1875,0
1453.2,1875,0
1531.6,1310,0
1497,1281,0
1550.4,1275,0
1523.2,1275,0
1403.2,1444,0
1317,1463,0
1347.6,1463,0
1384,1463,0
1421.6,1758,0
1518.2,1713,0
1572,1295,0
1538.4,1330,0
1511.8,1330,0
1485.2,1433,0
1420.2,1669,0
1411.4,1669,0
1486.2,1669,0
1554,1197,0
1527.4,1197,0
1480.2,1902,0
1526.8,1752,0
1543.4,1255,0
1460.6,1360,0
1493.2,1360,0
1525.8,1345,0
1414.4,1346,0
1333.2,1346,0
1351.4,1078,0
1295,914,0
1205.8,1932,0
1323.2,1566,0
1367.2,1119,0
1321.8,1473,0
1400.8,1469,0
1511.8,1377,0
1400.8,1377,0
1363,1630,0
1465.2,1221,0
1414.8,1011,0
1323.2,1011,0
1250,1734,0
1321.4,1125,0
1220.4,1389,0
1254,1476,0
1347,1476,0
1440,1651,0
1423.4,1434,0
1485.2,1434,0
1494.2,816,0
1362.2,816,0
1230.2,1610,0
1222,1299,0
1195,1299,0
1168,1467,0
1298.2,1511,0
1437.2,1525,0
